postcode_district,postcode_sector
SA64,SA64 0
SA65,SA65 0
SA65,SA65 9
SA66,SA66 7
SA67,SA67 7
SA67,SA67 8
SA67,SA67 9
SA68,SA68 0
SA69,SA69 9
SA7,SA7 0
SA7,SA7 9
SA70,SA70 7
SA70,SA70 8
SA71,SA71 4
SA71,SA71 5
SA72,SA72 4
SA72,SA72 6
SA72,SA72 9
SA73,SA73 1
SA73,SA73 2
SA73,SA73 3
SA73,SA73 9
SA8,SA8 3
SA8,SA8 4
SA8,SA8 9
SA80,SA80 8
SA9,SA9 1
SA9,SA9 2
SA9,SA9 5
SA99,SA99 1
SE1,SE1 0
SE1,SE1 1
SE1,SE1 2
SE1,SE1 3
SE1,SE1 4
SE1,SE1 5
SE1,SE1 6
SE1,SE1 7
SE1,SE1 8
SE1,SE1 9
SE10,SE10 0
SE10,SE10 1
SE10,SE10 8
SE10,SE10 9
SE11,SE11 4
SE11,SE11 5
SE11,SE11 6
SE11,SE11 9
SE12,SE12 0
SE12,SE12 2
SE12,SE12 8
SE12,SE12 9
SE13,SE13 5
SE13,SE13 6
SE13,SE13 7
SE13,SE13 9
SE14,SE14 5
SE14,SE14 6
SE14,SE14 9
SE15,SE15 1
SE15,SE15 2
SE15,SE15 3
SE15,SE15 4
SE15,SE15 5
SE15,SE15 6
SE15,SE15 9
SE16,SE16 2
SE16,SE16 3
SE16,SE16 4
SE16,SE16 5
SE16,SE16 6
SE16,SE16 7
SE16,SE16 9
SE17,SE17 1
SE17,SE17 2
SE17,SE17 3
SE17,SE17 9
SE18,SE18 1
SE18,SE18 2
SE18,SE18 3
SE18,SE18 4
SE18,SE18 5
SE18,SE18 6
SE18,SE18 7
SE18,SE18 9
SE19,SE19 1
SE19,SE19 2
SE19,SE19 3
SE19,SE19 9
SE1P,SE1P 4
SE1P,SE1P 5
SE2,SE2 0
SE2,SE2 8
SE2,SE2 9
SE20,SE20 7
SE20,SE20 8
SE20,SE20 9
SE21,SE21 7
SE21,SE21 8
SE21,SE21 9
SE22,SE22 0
SE22,SE22 2
SE22,SE22 8
SE22,SE22 9
SE23,SE23 1
SE23,SE23 2
SE23,SE23 3
SE23,SE23 9
SE24,SE24 0
SE24,SE24 4
SE24,SE24 9
SE25,SE25 4
SE25,SE25 5
SE25,SE25 6
SE25,SE25 9
SE26,SE26 4
SE26,SE26 5
SE26,SE26 6
SE26,SE26 9
SE27,SE27 0
SE27,SE27 7
SE27,SE27 9
SE28,SE28 0
SE28,SE28 8
SE28,SE28 9
SE3,SE3 0
SE3,SE3 3
SE3,SE3 7
SE3,SE3 8
SE3,SE3 9
SE4,SE4 1
SE4,SE4 2
SE4,SE4 9
SE5,SE5 0
SE5,SE5 5
SE5,SE5 7
SE5,SE5 8
SE5,SE5 9
SE6,SE6 1
SE6,SE6 2
SE6,SE6 3
SE6,SE6 4
SE6,SE6 9
SE7,SE7 7
SE7,SE7 8
SE7,SE7 9
SE8,SE8 3
SE8,SE8 4
SE8,SE8 5
SE8,SE8 9
SE9,SE9 1
SE9,SE9 2
SE9,SE9 3
SE9,SE9 4
SE9,SE9 5
SE9,SE9 6
SE9,SE9 9
SG1,SG1 1
SG1,SG1 2
SG1,SG1 3
SG1,SG1 4
SG1,SG1 5
SG1,SG1 6
SG1,SG1 9
SG10,SG10 6
SG11,SG11 1
SG11,SG11 2
SG12,SG12 0
SG12,SG12 4
SG12,SG12 7
SG12,SG12 8
SG12,SG12 9
SG13,SG13 7
SG13,SG13 8
SG13,SG13 9
SG14,SG14 1
SG14,SG14 2
SG14,SG14 3
SG15,SG15 6
SG16,SG16 6
SG17,SG17 5
SG17,SG17 9
SG18,SG18 0
SG18,SG18 1
SG18,SG18 8
SG18,SG18 9
SG19,SG19 1
SG19,SG19 2
SG19,SG19 3
SG19,SG19 9
SG2,SG2 0
SG2,SG2 7
SG2,SG2 8
SG2,SG2 9
SG3,SG3 6
SG4,SG4 0
SG4,SG4 7
SG4,SG4 8
SG4,SG4 9
SG5,SG5 1
SG5,SG5 2
SG5,SG5 3
SG5,SG5 4
SG5,SG5 9
SG6,SG6 1
SG6,SG6 2
SG6,SG6 3
SG6,SG6 4
SG6,SG6 9
SG7,SG7 5
SG7,SG7 6
SG8,SG8 0
SG8,SG8 1
SG8,SG8 5
SG8,SG8 6
SG8,SG8 7
SG8,SG8 8
SG8,SG8 9
SG9,SG9 0
SG9,SG9 9
SK1,SK1 1
SK1,SK1 2
SK1,SK1 3
SK1,SK1 4
SK1,SK1 9
SK10,SK10 1
SK10,SK10 2
SK10,SK10 3
SK10,SK10 4
SK10,SK10 5
SK10,SK10 9
SK11,SK11 0
SK11,SK11 6
SK11,SK11 7
SK11,SK11 8
SK11,SK11 9
SK12,SK12 1
SK12,SK12 2
SK13,SK13 0
SK13,SK13 1
SK13,SK13 2
SK13,SK13 5
SK13,SK13 6
SK13,SK13 7
SK13,SK13 8
SK13,SK13 9
SK14,SK14 1
SK14,SK14 2
SK14,SK14 3
SK14,SK14 4
SK14,SK14 5
SK14,SK14 6
SK14,SK14 8
SK14,SK14 9
SK15,SK15 1
SK15,SK15 2
SK15,SK15 3
SK15,SK15 9
SK16,SK16 4
SK16,SK16 5
SK17,SK17 0
SK17,SK17 1
SK17,SK17 6
SK17,SK17 7
SK17,SK17 8
SK17,SK17 9
SK2,SK2 5
SK2,SK2 6
SK2,SK2 7
SK2,SK2 9
SK22,SK22 1
SK22,SK22 2
SK22,SK22 3
SK22,SK22 4
SK22,SK22 9
SK23,SK23 0
SK23,SK23 6
SK23,SK23 7
SK23,SK23 9
SK3,SK3 0
SK3,SK3 3
SK3,SK3 8
SK3,SK3 9
SK4,SK4 1
SK4,SK4 2
SK4,SK4 3
SK4,SK4 4
SK4,SK4 5
SK4,SK4 9
SK5,SK5 6
SK5,SK5 7
SK5,SK5 8
SK5,SK5 9
SK6,SK6 0
SK6,SK6 1
SK6,SK6 2
SK6,SK6 3
SK6,SK6 4
SK6,SK6 5
SK6,SK6 6
SK6,SK6 7
SK6,SK6 8
SK6,SK6 9
SK7,SK7 0
SK7,SK7 1
SK7,SK7 2
SK7,SK7 3
SK7,SK7 4
SK7,SK7 5
SK7,SK7 6
SK7,SK7 9
SK8,SK8 1
SK8,SK8 2
SK8,SK8 3
SK8,SK8 4
SK8,SK8 5
SK8,SK8 6
SK8,SK8 7
SK8,SK8 9
SK9,SK9 0
SK9,SK9 1
SK9,SK9 2
SK9,SK9 3
SK9,SK9 4
SK9,SK9 5
SK9,SK9 6
SK9,SK9 7
SL0,SL0 0
SL0,SL0 1
SL0,SL0 9
SL1,SL1 0
SL1,SL1 1
SL1,SL1 2
SL1,SL1 3
SL1,SL1 4
SL1,SL1 5
SL1,SL1 6
SL1,SL1 7
SL1,SL1 8
SL1,SL1 9
SL2,SL2 1
SL2,SL2 2
SL2,SL2 3
SL2,SL2 4
SL2,SL2 5
SL3,SL3 0
SL3,SL3 3
SL3,SL3 6
SL3,SL3 7
SL3,SL3 8
SL3,SL3 9
SL4,SL4 1
SL4,SL4 2
SL4,SL4 3
SL4,SL4 4
SL4,SL4 5
SL4,SL4 6
SL4,SL4 9
SL5,SL5 0
SL5,SL5 5
SL5,SL5 7
SL5,SL5 8
SL5,SL5 9
SL6,SL6 0
SL6,SL6 1
SL6,SL6 2
SL6,SL6 3
SL6,SL6 4
SL6,SL6 5
SL6,SL6 6
SL6,SL6 7
SL6,SL6 8
SL6,SL6 9
SL60,SL60 1
SL7,SL7 1
SL7,SL7 2
SL7,SL7 3
SL7,SL7 9
SL8,SL8 5
SL9,SL9 0
SL9,SL9 1
SL9,SL9 7
SL9,SL9 8
SL9,SL9 9
SL95,SL95 1
SM1,SM1 1
SM1,SM1 2
SM1,SM1 3
SM1,SM1 4
SM1,SM1 9
SM2,SM2 5
SM2,SM2 6
SM2,SM2 7
SM3,SM3 8
SM3,SM3 9
SM4,SM4 4
SM4,SM4 5
SM4,SM4 6
SM4,SM4 9
SM5,SM5 1
SM5,SM5 2
SM5,SM5 3
SM5,SM5 4
SM5,SM5 9
SM6,SM6 0
SM6,SM6 6
SM6,SM6 7
SM6,SM6 8
SM6,SM6 9
SM7,SM7 1
SM7,SM7 2
SM7,SM7 3
SM7,SM7 9
SN1,SN1 1
SN1,SN1 2
SN1,SN1 3
SN1,SN1 4
SN1,SN1 5
SN1,SN1 7
SN10,SN10 1
SN10,SN10 2
SN10,SN10 3
SN10,SN10 4
SN10,SN10 5
SN10,SN10 9
SN11,SN11 0
SN11,SN11 7
SN11,SN11 8
SN11,SN11 9
SN12,SN12 6
SN12,SN12 7
SN12,SN12 8
SN12,SN12 9
SN13,SN13 0
SN13,SN13 8
SN13,SN13 9
SN14,SN14 0
SN14,SN14 6
SN14,SN14 7
SN14,SN14 8
SN15,SN15 1
SN15,SN15 2
SN15,SN15 3
SN15,SN15 4
SN15,SN15 5
SN15,SN15 9
SN16,SN16 0
SN16,SN16 1
SN16,SN16 9
SN2,SN2 1
SN2,SN2 2
SN2,SN2 5
SN2,SN2 7
SN2,SN2 8
SN2,SN2 9
SN25,SN25 1
SN25,SN25 2
SN25,SN25 3
SN25,SN25 4
SN25,SN25 5
SN25,SN25 6
SN26,SN26 7
SN26,SN26 8
SN3,SN3 0
SN3,SN3 1
SN3,SN3 2
SN3,SN3 3
SN3,SN3 4
SN3,SN3 5
SN3,SN3 6
SN3,SN3 9
SN38,SN38 0
SN38,SN38 1
SN38,SN38 2
SN38,SN38 3
SN38,SN38 4
SN38,SN38 5
SN38,SN38 6
SN38,SN38 7
SN38,SN38 8
SN38,SN38 9
SN4,SN4 0
SN4,SN4 4
SN4,SN4 7
SN4,SN4 8
SN4,SN4 9
SN5,SN5 0
SN5,SN5 1
SN5,SN5 3
SN5,SN5 4
SN5,SN5 5
SN5,SN5 6
SN5,SN5 7
SN5,SN5 8
SN6,SN6 6
SN6,SN6 7
SN6,SN6 8
SN7,SN7 7
SN7,SN7 8
SN7,SN7 9
SN8,SN8 1
SN8,SN8 2
SN8,SN8 3
SN8,SN8 4
SN8,SN8 9
SN9,SN9 5
SN9,SN9 6
SN99,SN99 8
SO14,SO14 0
SO14,SO14 1
SO14,SO14 2
SO14,SO14 3
SO14,SO14 5
SO14,SO14 6
SO14,SO14 7
SO15,SO15 0
SO15,SO15 1
SO15,SO15 2
SO15,SO15 3
SO15,SO15 4
SO15,SO15 5
SO15,SO15 7
SO15,SO15 8
SO15,SO15 9
SO16,SO16 0
SO16,SO16 2
SO16,SO16 3
SO16,SO16 4
SO16,SO16 5
SO16,SO16 6
SO16,SO16 7
SO16,SO16 8
SO16,SO16 9
SO17,SO17 1
SO17,SO17 2
SO17,SO17 3
SO18,SO18 1
SO18,SO18 2
SO18,SO18 3
SO18,SO18 4
SO18,SO18 5
SO18,SO18 6
SO18,SO18 9
SO19,SO19 0
SO19,SO19 1
SO19,SO19 2
SO19,SO19 4
SO19,SO19 5
SO19,SO19 6
SO19,SO19 7
SO19,SO19 8
SO19,SO19 9
SO20,SO20 6
SO20,SO20 8
SO21,SO21 1
SO21,SO21 2
SO21,SO21 3
SO22,SO22 4
SO22,SO22 5
SO22,SO22 6
SO23,SO23 0
SO23,SO23 3
SO23,SO23 5
SO23,SO23 7
SO23,SO23 8
SO23,SO23 9
SO24,SO24 0
SO24,SO24 4
SO24,SO24 9
SO25,SO25 1
SO30,SO30 0
SO30,SO30 2
SO30,SO30 3
SO30,SO30 4
SO30,SO30 9
SO31,SO31 0
SO31,SO31 1
SO31,SO31 4
SO31,SO31 5
SO31,SO31 6
SO31,SO31 7
SO31,SO31 8
SO31,SO31 9
SO32,SO32 1
SO32,SO32 2
SO32,SO32 3
SO40,SO40 0
SO40,SO40 2
SO40,SO40 3
SO40,SO40 4
SO40,SO40 7
SO40,SO40 8
SO40,SO40 9
SO41,SO41 0
SO41,SO41 1
SO41,SO41 3
SO41,SO41 5
SO41,SO41 6
SO41,SO41 8
SO41,SO41 9
SO42,SO42 7
SO43,SO43 7
SO45,SO45 1
SO45,SO45 2
SO45,SO45 3
SO45,SO45 4
SO45,SO45 5
SO45,SO45 6
SO45,SO45 9
SO50,SO50 0
SO50,SO50 4
SO50,SO50 5
SO50,SO50 6
SO50,SO50 7
SO50,SO50 8
SO50,SO50 9
SO51,SO51 0
SO51,SO51 1
SO51,SO51 5
SO51,SO51 6
SO51,SO51 7
SO51,SO51 8
SO51,SO51 9
SO52,SO52 9
SO53,SO53 1
SO53,SO53 2
SO53,SO53 3
SO53,SO53 4
SO53,SO53 5
SO97,SO97 4
SP1,SP1 1
SP1,SP1 2
SP1,SP1 3
SP10,SP10 1
SP10,SP10 2
SP10,SP10 3
SP10,SP10 4
SP10,SP10 5
SP10,SP10 9
SP11,SP11 0
SP11,SP11 6
SP11,SP11 7
SP11,SP11 8
SP11,SP11 9
SP2,SP2 0
SP2,SP2 2
SP2,SP2 7
SP2,SP2 8
SP2,SP2 9
SP3,SP3 4
SP3,SP3 5
SP3,SP3 6
SP4,SP4 0
SP4,SP4 4
SP4,SP4 5
SP4,SP4 6
SP4,SP4 7
SP4,SP4 8
SP4,SP4 9
SP5,SP5 1
SP5,SP5 2
SP5,SP5 3
SP5,SP5 4
SP5,SP5 5
SP6,SP6 1
SP6,SP6 2
SP6,SP6 3
SP6,SP6 9
SP7,SP7 0
SP7,SP7 7
SP7,SP7 8
SP7,SP7 9
SP8,SP8 4
SP8,SP8 5
SP8,SP8 9
SP9,SP9 7
SP9,SP9 9
SR1,SR1 1
SR1,SR1 2
SR1,SR1 3
SR2,SR2 0
SR2,SR2 7
SR2,SR2 8
SR2,SR2 9
SR3,SR3 1
SR3,SR3 2
SR3,SR3 3
SR3,SR3 4
SR4,SR4 0
SR4,SR4 6
SR4,SR4 7
SR4,SR4 8
SR4,SR4 9
SR5,SR5 1
SR5,SR5 2
SR5,SR5 3
SR5,SR5 4
SR5,SR5 5
SR5,SR5 9
SR6,SR6 0
SR6,SR6 7
SR6,SR6 8
SR6,SR6 9
SR7,SR7 0
SR7,SR7 1
SR7,SR7 7
SR7,SR7 8
SR7,SR7 9
SR8,SR8 1
SR8,SR8 2
SR8,SR8 3
SR8,SR8 4
SR8,SR8 5
SR8,SR8 9
SS0,SS0 0
SS0,SS0 7
SS0,SS0 8
SS0,SS0 9
SS1,SS1 1
SS1,SS1 2
SS1,SS1 3
SS1,SS1 9
SS11,SS11 7
SS11,SS11 8
SS11,SS11 9
SS12,SS12 0
SS12,SS12 9
SS13,SS13 1
SS13,SS13 2
SS13,SS13 3
SS14,SS14 0
SS14,SS14 1
SS14,SS14 2
SS14,SS14 3
SS15,SS15 4
SS15,SS15 5
SS15,SS15 6
SS16,SS16 4
SS16,SS16 5
SS16,SS16 6
SS17,SS17 0
SS17,SS17 1
SS17,SS17 7
SS17,SS17 8
SS17,SS17 9
SS2,SS2 4
SS2,SS2 5
SS2,SS2 6
SS22,SS22 8
SS3,SS3 0
SS3,SS3 3
SS3,SS3 8
SS3,SS3 9
SS4,SS4 1
SS4,SS4 2
SS4,SS4 3
SS4,SS4 9
SS5,SS5 4
SS5,SS5 5
SS5,SS5 6
SS5,SS5 9
SS6,SS6 0
SS6,SS6 7
SS6,SS6 8
SS6,SS6 9
SS7,SS7 1
SS7,SS7 2
SS7,SS7 3
SS7,SS7 4
SS7,SS7 5
SS7,SS7 9
SS8,SS8 0
SS8,SS8 1
SS8,SS8 7
SS8,SS8 8
SS8,SS8 9
SS9,SS9 0
SS9,SS9 1
SS9,SS9 2
SS9,SS9 3
SS9,SS9 4
SS9,SS9 5
SS99,SS99 1
SS99,SS99 3
SS99,SS99 5
SS99,SS99 6
SS99,SS99 9
ST1,ST1 1
ST1,ST1 2
ST1,ST1 3
ST1,ST1 4
ST1,ST1 5
ST1,ST1 6
ST10,ST10 1
ST10,ST10 2
ST10,ST10 3
ST10,ST10 4
ST10,ST10 9
ST11,ST11 9
ST12,ST12 9
ST13,ST13 5
ST13,ST13 6
ST13,ST13 7
ST13,ST13 8
ST13,ST13 9
ST14,ST14 5
ST14,ST14 7
ST14,ST14 8
ST14,ST14 9
ST15,ST15 0
ST15,ST15 8
ST15,ST15 9
ST16,ST16 1
ST16,ST16 2
ST16,ST16 3
ST16,ST16 9
ST17,ST17 0
ST17,ST17 4
ST17,ST17 9
ST18,ST18 0
ST18,ST18 9
ST19,ST19 5
ST19,ST19 9
ST2,ST2 0
ST2,ST2 7
ST2,ST2 8
ST2,ST2 9
ST20,ST20 0
ST21,ST21 6
ST3,ST3 1
ST3,ST3 2
ST3,ST3 3
ST3,ST3 4
ST3,ST3 5
ST3,ST3 6
ST3,ST3 7
ST3,ST3 9
ST4,ST4 1
ST4,ST4 2
ST4,ST4 3
ST4,ST4 4
ST4,ST4 5
ST4,ST4 6
ST4,ST4 7
ST4,ST4 8
ST4,ST4 9
ST5,ST5 0
ST5,ST5 1
ST5,ST5 2
ST5,ST5 3
ST5,ST5 4
ST5,ST5 5
ST5,ST5 6
ST5,ST5 7
ST5,ST5 8
ST5,ST5 9
ST55,ST55 9
ST6,ST6 1
ST6,ST6 2
ST6,ST6 3
ST6,ST6 4
ST6,ST6 5
ST6,ST6 6
ST6,ST6 7
ST6,ST6 8
ST6,ST6 9
ST7,ST7 1
ST7,ST7 2
ST7,ST7 3
ST7,ST7 4
ST7,ST7 8
ST7,ST7 9
ST8,ST8 6
ST8,ST8 7
ST8,ST8 9
ST9,ST9 0
ST9,ST9 9
SW10,SW10 0
SW10,SW10 1
SW10,SW10 9
SW11,SW11 1
SW11,SW11 2
SW11,SW11 3
SW11,SW11 4
SW11,SW11 5
SW11,SW11 6
SW11,SW11 7
SW11,SW11 8
SW11,SW11 9
SW12,SW12 0
SW12,SW12 2
SW12,SW12 8
SW12,SW12 9
SW13,SW13 0
SW13,SW13 3
SW13,SW13 8
SW13,SW13 9
SW14,SW14 7
SW14,SW14 8
SW14,SW14 9
SW15,SW15 1
SW15,SW15 2
SW15,SW15 3
SW15,SW15 4
SW15,SW15 5
SW15,SW15 6
SW15,SW15 9
SW16,SW16 1
SW16,SW16 2
SW16,SW16 3
SW16,SW16 4
SW16,SW16 5
SW16,SW16 6
SW16,SW16 9
SW17,SW17 0
SW17,SW17 1
SW17,SW17 6
SW17,SW17 7
SW17,SW17 8
SW17,SW17 9
SW18,SW18 1
SW18,SW18 2
SW18,SW18 3
SW18,SW18 4
SW18,SW18 5
SW18,SW18 9
SW19,SW19 1
SW19,SW19 2
SW19,SW19 3
SW19,SW19 4
SW19,SW19 5
SW19,SW19 6
SW19,SW19 7
SW19,SW19 8
SW19,SW19 9
SW1A,SW1A 0
SW1A,SW1A 1
SW1A,SW1A 2
SW1E,SW1E 5
SW1E,SW1E 6
SW1H,SW1H 0
SW1H,SW1H 9
SW1P,SW1P 1
SW1P,SW1P 2
SW1P,SW1P 3
SW1P,SW1P 4
SW1P,SW1P 9
SW1V,SW1V 1
SW1V,SW1V 2
SW1V,SW1V 3
SW1V,SW1V 4
SW1W,SW1W 0
SW1W,SW1W 8
SW1W,SW1W 9
SW1X,SW1X 0
SW1X,SW1X 7
SW1X,SW1X 8
SW1X,SW1X 9
SW1Y,SW1Y 4
SW1Y,SW1Y 5
SW1Y,SW1Y 6
SW2,SW2 1
SW2,SW2 2
SW2,SW2 3
SW2,SW2 4
SW2,SW2 5
SW2,SW2 9
SW20,SW20 0
SW20,SW20 2
SW20,SW20 8
SW20,SW20 9
SW3,SW3 1
SW3,SW3 2
SW3,SW3 3
SW3,SW3 4
SW3,SW3 5
SW3,SW3 6
SW3,SW3 9
SW4,SW4 0
SW4,SW4 4
SW4,SW4 6
SW4,SW4 7
SW4,SW4 8
SW4,SW4 9
SW5,SW5 0
SW5,SW5 5
SW5,SW5 9
SW6,SW6 1
SW6,SW6 2
SW6,SW6 3
SW6,SW6 4
SW6,SW6 5
SW6,SW6 6
SW6,SW6 7
SW6,SW6 9
SW7,SW7 1
SW7,SW7 2
SW7,SW7 3
SW7,SW7 4
SW7,SW7 5
SW7,SW7 9
SW8,SW8 1
SW8,SW8 2
SW8,SW8 3
SW8,SW8 4
SW8,SW8 5
SW8,SW8 9
SW9,SW9 0
SW9,SW9 1
SW9,SW9 6
SW9,SW9 7
SW9,SW9 8
SW9,SW9 9
SW95,SW95 9
SY1,SY1 1
SY1,SY1 2
SY1,SY1 3
SY1,SY1 4
SY1,SY1 9
SY10,SY10 0
SY10,SY10 1
SY10,SY10 7
SY10,SY10 8
SY10,SY10 9
SY11,SY11 1
SY11,SY11 2
SY11,SY11 3
SY11,SY11 4
SY12,SY12 0
SY12,SY12 2
SY12,SY12 9
SY13,SY13 1
SY13,SY13 2
SY13,SY13 3
SY13,SY13 4
SY13,SY13 9
SY14,SY14 7
SY14,SY14 8
SY15,SY15 6
SY16,SY16 1
SY16,SY16 2
SY16,SY16 3
SY16,SY16 4
SY16,SY16 9
SY17,SY17 5
SY18,SY18 6
SY19,SY19 7
SY2,SY2 5
SY2,SY2 6
SY20,SY20 8
SY20,SY20 9
SY21,SY21 0
SY21,SY21 1
SY21,SY21 7
SY21,SY21 8
SY21,SY21 9
SY22,SY22 5
SY22,SY22 6
SY23,SY23 1
SY23,SY23 2
SY23,SY23 3
SY23,SY23 4
SY23,SY23 5
SY23,SY23 9
SY24,SY24 5
SY25,SY25 6
SY3,SY3 0
SY3,SY3 5
SY3,SY3 6
SY3,SY3 7
SY3,SY3 8
SY3,SY3 9
SY4,SY4 1
SY4,SY4 2
SY4,SY4 3
SY4,SY4 4
SY4,SY4 5
SY4,SY4 9
SY5,SY5 0
SY5,SY5 6
SY5,SY5 7
SY5,SY5 8
SY5,SY5 9
SY6,SY6 6
SY6,SY6 7
SY6,SY6 9
SY7,SY7 0
SY7,SY7 7
SY7,SY7 8
SY7,SY7 9
SY8,SY8 1
SY8,SY8 2
SY8,SY8 3
SY8,SY8 4
SY8,SY8 9
SY9,SY9 5
SY99,SY99 8
TA1,TA1 1
TA1,TA1 2
TA1,TA1 3
TA1,TA1 4
TA1,TA1 5
TA1,TA1 9
TA10,TA10 0
TA10,TA10 1
TA10,TA10 9
TA11,TA11 6
TA11,TA11 7
TA11,TA11 9
TA12,TA12 6
TA13,TA13 5
TA14,TA14 6
TA15,TA15 6
TA16,TA16 5
TA17,TA17 8
TA18,TA18 7
TA18,TA18 8
TA18,TA18 9
TA19,TA19 0
TA19,TA19 9
TA2,TA2 6
TA2,TA2 7
TA2,TA2 8
TA20,TA20 1
TA20,TA20 2
TA20,TA20 3
TA20,TA20 4
TA20,TA20 9
TA21,TA21 0
TA21,TA21 1
TA21,TA21 8
TA21,TA21 9
TA22,TA22 9
TA23,TA23 0
TA24,TA24 5
TA24,TA24 6
TA24,TA24 7
TA24,TA24 8
TA24,TA24 9
TA3,TA3 5
TA3,TA3 6
TA3,TA3 7
TA4,TA4 1
TA4,TA4 2
TA4,TA4 3
TA4,TA4 4
TA4,TA4 9
TA5,TA5 1
TA5,TA5 2
TA6,TA6 3
TA6,TA6 4
TA6,TA6 5
TA6,TA6 6
TA6,TA6 7
TA6,TA6 9
TA7,TA7 0
TA7,TA7 8
TA7,TA7 9
TA8,TA8 1
TA8,TA8 2
TA8,TA8 9
TA9,TA9 3
TA9,TA9 4
TD1,TD1 1
TD1,TD1 2
TD1,TD1 3
TD1,TD1 9
TD10,TD10 6
TD11,TD11 3
TD11,TD11 9
TD12,TD12 4
TD13,TD13 5
TD14,TD14 5
TD15,TD15 1
TD15,TD15 2
TD15,TD15 9
TD2,TD2 6
TD3,TD3 6
TD4,TD4 6
TD5,TD5 7
TD5,TD5 8
TD5,TD5 9
TD6,TD6 0
TD6,TD6 6
TD6,TD6 9
TD7,TD7 4
TD7,TD7 5
TD7,TD7 9
TD8,TD8 6
TD9,TD9 0
TD9,TD9 1
TD9,TD9 7
TD9,TD9 8
TD9,TD9 9
TF1,TF1 1
TF1,TF1 2
TF1,TF1 3
TF1,TF1 5
TF1,TF1 6
TF1,TF1 7
TF1,TF1 9
TF10,TF10 7
TF10,TF10 8
TF10,TF10 9
TF11,TF11 8
TF11,TF11 9
TF12,TF12 5
TF13,TF13 6
TF2,TF2 0
TF2,TF2 2
TF2,TF2 5
TF2,TF2 6
TF2,TF2 7
TF2,TF2 8
TF2,TF2 9
TF3,TF3 1
TF3,TF3 2
TF3,TF3 3
TF3,TF3 4
TF3,TF3 5
TF4,TF4 2
TF4,TF4 3
TF5,TF5 0
TF6,TF6 5
TF6,TF6 6
TF7,TF7 4
TF7,TF7 5
TF7,TF7 9
TF8,TF8 7
TF9,TF9 1
TF9,TF9 2
TF9,TF9 3
TF9,TF9 4
TF9,TF9 9
TN1,TN1 1
TN1,TN1 2
TN10,TN10 3
TN10,TN10 4
TN11,TN11 0
TN11,TN11 8
TN11,TN11 9
TN12,TN12 0
TN12,TN12 5
TN12,TN12 6
TN12,TN12 7
TN12,TN12 8
TN12,TN12 9
TN13,TN13 1
TN13,TN13 2
TN13,TN13 3
TN13,TN13 9
TN14,TN14 5
TN14,TN14 6
TN14,TN14 7
TN15,TN15 0
TN15,TN15 6
TN15,TN15 7
TN15,TN15 8
TN15,TN15 9
TN16,TN16 1
TN16,TN16 2
TN16,TN16 3
TN16,TN16 9
TN17,TN17 1
TN17,TN17 2
TN17,TN17 3
TN17,TN17 4
TN17,TN17 9
TN18,TN18 4
TN18,TN18 5
TN19,TN19 7
TN2,TN2 3
TN2,TN2 4
TN2,TN2 5
TN2,TN2 9
TN20,TN20 6
TN21,TN21 0
TN21,TN21 1
TN21,TN21 8
TN21,TN21 9
TN22,TN22 1
TN22,TN22 2
TN22,TN22 3
TN22,TN22 4
TN22,TN22 5
TN22,TN22 9
TN23,TN23 1
TN23,TN23 3
TN23,TN23 4
TN23,TN23 5
TN23,TN23 6
TN23,TN23 7
TN23,TN23 8
TN23,TN23 9
TN24,TN24 0
TN24,TN24 8
TN24,TN24 9
TN25,TN25 4
TN25,TN25 5
TN25,TN25 6
TN25,TN25 7
TN26,TN26 1
TN26,TN26 2
TN26,TN26 3
TN27,TN27 0
TN27,TN27 8
TN27,TN27 9
TN28,TN28 8
TN28,TN28 9
TN29,TN29 0
TN29,TN29 9
TN3,TN3 0
TN3,TN3 8
TN3,TN3 9
TN30,TN30 6
TN30,TN30 7
TN30,TN30 9
TN31,TN31 6
TN31,TN31 7
TN31,TN31 9
TN32,TN32 5
TN33,TN33 0
TN33,TN33 3
TN33,TN33 9
TN34,TN34 1
TN34,TN34 2
TN34,TN34 3
TN34,TN34 9
TN35,TN35 4
TN35,TN35 5
TN36,TN36 4
TN37,TN37 6
TN37,TN37 7
TN38,TN38 0
TN38,TN38 1
TN38,TN38 8
TN38,TN38 9
TN39,TN39 3
TN39,TN39 4
TN39,TN39 5
TN4,TN4 0
TN4,TN4 8
TN4,TN4 9
TN40,TN40 1
TN40,TN40 2
TN40,TN40 9
TN5,TN5 6
TN5,TN5 7
TN6,TN6 1
TN6,TN6 2
TN6,TN6 3
TN6,TN6 9
TN7,TN7 4
TN8,TN8 5
TN8,TN8 6
TN8,TN8 7
TN8,TN8 9
TN9,TN9 1
TN9,TN9 2
TN9,TN9 9
TQ1,TQ1 1
TQ1,TQ1 2
TQ1,TQ1 3
TQ1,TQ1 4
TQ1,TQ1 9
TQ10,TQ10 9
TQ11,TQ11 0
TQ12,TQ12 1
TQ12,TQ12 2
TQ12,TQ12 3
TQ12,TQ12 4
TQ12,TQ12 5
TQ12,TQ12 6
TQ12,TQ12 9
TQ13,TQ13 0
TQ13,TQ13 7
TQ13,TQ13 8
TQ13,TQ13 9
TQ14,TQ14 0
TQ14,TQ14 4
TQ14,TQ14 8
TQ14,TQ14 9
TQ2,TQ2 5
TQ2,TQ2 6
TQ2,TQ2 7
TQ2,TQ2 8
TQ3,TQ3 1
